nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355,GCA_016297615.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935,GCA_004552785.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000435075,GCA_014848995.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316045,GCA_017934075.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900541925,GCA_905210895.1,uncultured Bacteroidales bacterium,194843,uncultured Bacteroidales bacterium,194843.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900544195,GCA_905194645.1,uncultured Alistipes sp.,538949,uncultured Alistipes sp.,538949.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900545245,GCA_905207795.1,uncultured Bacteroidales bacterium,194843,uncultured Bacteroidales bacterium,194843.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546445,GCA_004554845.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925,GCA_018384095.1,Bacteroidales bacterium,2030927,Bacteroidales bacterium,2030927.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp900544815,GCA_905211365.1,uncultured Bacteroidales bacterium,194843,uncultured Bacteroidales bacterium,194843.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha sp002314265,GCA_002314265.1,Flavobacteriales bacterium UBA1820,1950957,Flavobacteriales bacterium UBA1820,1950957.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha sp003150615,GCA_013316065.1,Flavobacteriales bacterium,2021391,Flavobacteriales bacterium,2021391.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__JABCPE02;s__JABCPE02 sp013333255,GCA_013333255.2,Flavobacteriaceae bacterium,1871037,Flavobacteriaceae bacterium,1871037.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter sp900753405,GCA_905197275.1,uncultured Campylobacter sp.,218934,uncultured Campylobacter sp.,218934.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_T,GCF_002913765.1,Campylobacter concisus,199,Campylobacter concisus,199.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A curvus,GCF_012978895.1,Campylobacter curvus,200,Campylobacter curvus,200.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus,GCF_004803795.1,Campylobacter rectus,203,Campylobacter rectus,203.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B gracilis,GCF_001190745.1,Campylobacter gracilis,824,Campylobacter gracilis,824.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis,GCF_000017585.1,Campylobacter hominis ATCC BAA-381,360107,Campylobacter hominis,76517.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B ureolyticus,GCF_000597825.1,Campylobacter ureolyticus,827,Campylobacter ureolyticus,827.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli,GCF_002383965.1,Campylobacter sp. 110,2039342,Campylobacter sp. 110,2039342.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni,GCF_002383995.1,Campylobacter sp. 1,2039344,Campylobacter sp. 1,2039344.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975,GCA_018371315.1,Acinetobacter sp.,472,Acinetobacter sp.,472.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Limenecus;s__Limenecus avicola,GCA_018377575.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900313795,GCA_905203375.1,uncultured bacterium,77133,uncultured bacterium,77133.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900772035,GCA_900772035.1,Candidatus Gastranaerophilales bacterium,2137880,Candidatus Gastranaerophilales bacterium,2137880.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus faecavium,GCA_018371785.1,bacterium,1869227,bacterium,1869227.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus sp900554095,GCA_905212155.1,uncultured bacterium,77133,uncultured bacterium,77133.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia sp000431315,GCA_018371435.1,Brachyspira sp.,1977261,Brachyspira sp.,1977261.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia sp900554385,GCA_018377875.1,Brachyspira sp.,1977261,Brachyspira sp.,1977261.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Spyradomonas;s__Spyradomonas excrementavium,GCA_018714005.1,Candidatus Spyradomonas excrementavium,2840949,Candidatus Spyradomonas excrementavium,2840949.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Spyradomonas;s__Spyradomonas sp900547585,GCA_900755835.1,Candidatus Gastranaerophilales bacterium,2137880,Candidatus Gastranaerophilales bacterium,2137880.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia faecigallinarum,GCA_018715325.1,Candidatus Stercorousia faecigallinarum,2840954,Candidatus Stercorousia faecigallinarum,2840954.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp000433095,GCA_905207415.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp000437435,GCA_905202005.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp001765415,GCA_001765415.1,Candidatus Melainabacteria bacterium MEL.A1,1899017,Candidatus Melainabacteria bacterium MEL.A1,1899017.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp001917115,GCA_001899365.1,Candidatus Gastranaerophilales bacterium Zag_1,1906169,Candidatus Gastranaerophilales bacterium Zag_1,1906169.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp900555175,GCA_905201005.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp900761225,GCA_900761225.1,Candidatus Gastranaerophilales bacterium,2137880,Candidatus Gastranaerophilales bacterium,2137880.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp900550295,GCA_905198415.1,uncultured bacterium,77133,uncultured bacterium,77133.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1477;s__UMGS1477 sp900552205,GCA_905198565.1,uncultured bacterium,77133,uncultured bacterium,77133.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1477;s__UMGS1477 sp900761525,GCA_900761525.1,Candidatus Gastranaerophilales bacterium,2137880,Candidatus Gastranaerophilales bacterium,2137880.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1585;s__UMGS1585 sp900766355,GCA_900766355.1,Candidatus Gastranaerophilales bacterium,2137880,Candidatus Gastranaerophilales bacterium,2137880.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825,GCA_002102735.1,Candidatus Gastranaerophilales bacterium HUM_7,1916228,Candidatus Gastranaerophilales bacterium HUM_7,1916228.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105,GCA_016302735.1,Clostridiaceae bacterium,1898204,Clostridiaceae bacterium,1898204.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp003258735,GCA_003258735.1,Candidatus Melainabacteria bacterium,2052166,Candidatus Melainabacteria bacterium,2052166.0
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A intestinigallinarum,GCA_018715855.1,Candidatus Galligastranaerophilus intestinigallinarum,2840837,Candidatus Galligastranaerophilus intestinigallinarum,2840837.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila faecipullorum,GCA_019114025.1,Candidatus Bilophila faecipullorum,2838482,Candidatus Bilophila faecipullorum,2838482.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp902373525,GCA_905194495.1,uncultured Bilophila sp.,529385,uncultured Bilophila sp.,529385.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,GCF_000185705.2,Bilophila wadsworthia 3_1_6,563192,Bilophila wadsworthia,35833.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Cupidesulfovibrio;s__Cupidesulfovibrio liaohensis,GCF_011682075.1,Cupidesulfovibrio liaohensis,2604158,Cupidesulfovibrio liaohensis,2604158.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans,GCF_014843035.1,Desulfovibrio desulfuricans,876,Desulfovibrio desulfuricans,876.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_A,GCF_000022125.1,Desulfovibrio desulfuricans ATCC 27774,525146,Desulfovibrio desulfuricans,876.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_C,GCF_004801255.1,Desulfovibrio desulfuricans,876,Desulfovibrio desulfuricans,876.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio faecigallinarum,GCF_002159665.1,Desulfovibrio sp. An276,1965618,Desulfovibrio sp. An276,1965618.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis,GCF_000145315.2,Desulfovibrio sp. 3_1_syn3,457398,Desulfovibrio sp. 3_1_syn3,457398.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinalis,GCF_014202345.1,Desulfovibrio intestinalis,58621,Desulfovibrio intestinalis,58621.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio legallii,GCA_003470605.1,Desulfovibrio sp. AM18-2,2292040,Desulfovibrio sp. AM18-2,2292040.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio porci,GCF_009696265.1,Desulfovibrio porci,2605782,Desulfovibrio porci,2605782.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp003860215,GCF_003860215.1,Desulfovibrio sp. OH1186_COT-070,2491045,Desulfovibrio sp. OH1186_COT-070,2491045.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp011039135,GCF_011039135.1,Desulfovibrio sp. ZJ209,2709794,Desulfovibrio sp. ZJ209,2709794.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900095395,GCF_902702915.1,Desulfovibrio sp. 86,2666132,Desulfovibrio sp. 86,2666132.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900319575,GCA_017940135.1,Desulfovibrio sp.,885,Desulfovibrio sp.,885.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_016902475.1,Desulfovibrio piger,901,Desulfovibrio piger,901.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp910575755,GCA_910575755.1,Desulfovibrionaceae bacterium,2049043,Desulfovibrionaceae bacterium,2049043.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella excrementigallinarum,GCA_019113085.1,Candidatus Mailhella excrementigallinarum,2838656,Candidatus Mailhella excrementigallinarum,2838656.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella massiliensis,GCF_900155525.1,Mailhella massiliensis,1903261,Mailhella massiliensis,1903261.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella merdavium,GCA_019119045.1,Candidatus Mailhella merdavium,2838657,Candidatus Mailhella merdavium,2838657.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella merdigallinarum,GCA_018365165.1,Desulfovibrionaceae bacterium,2049043,Desulfovibrionaceae bacterium,2049043.0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris,GCF_000015485.1,Desulfovibrio vulgaris DP4,391774,Desulfovibrio vulgaris,881.0
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp002329395,GCA_016293125.1,Elusimicrobiaceae bacterium,2735568,Elusimicrobiaceae bacterium,2735568.0
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900540405,GCA_905203395.1,uncultured Elusimicrobiales bacterium,1645736,uncultured Elusimicrobiales bacterium,1645736.0
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900541355,GCA_014858385.1,Spirochaetia bacterium,2053615,Spirochaetia bacterium,2053615.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp001916215,GCA_001916215.1,Clostridium sp. CAG:307_30_263,1896987,Clostridium sp. CAG,1896987.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp900547045,GCA_018264925.1,Acholeplasmatales bacterium,2053494,Acholeplasmatales bacterium,2053494.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus capsici,GCA_017832035.1,Lysinibacillus macroides,33935,Lysinibacillus macroides,33935.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Solibacillus;s__Solibacillus sp014836905,GCF_014836905.1,Solibacillus faecavium,2762221,Solibacillus sp. A46,2762221.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Ureibacillus;s__Ureibacillus endophyticus,GCF_003628435.1,Lysinibacillus endophyticus,1978490,Lysinibacillus endophyticus,1978490.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Pradoshia;s__Pradoshia sp001183965,GCF_001183965.1,Bacillus sp. FJAT-27916,1679169,Bacillus sp. FJAT-27916,1679169.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Beduini;s__Beduini sp902363625,GCA_902363625.1,Clostridiaceae bacterium,1898204,Clostridiaceae bacterium,1898204.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715,GCF_003435695.1,Catenibacterium sp. AM22-15,2292991,Catenibacterium sp. AM22-15,2292991.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis,GCF_000186525.1,Coprobacillus cateniformis,100884,Coprobacillus cateniformis,100884.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Eggerthia;s__Eggerthia catenaformis,GCF_000422605.1,Eggerthia catenaformis OT 569 = DSM 20559,999415,Eggerthia catenaformis,31973.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium cocleatum,GCF_002803405.1,Thomasclavelia cocleata,69824,[Clostridium] cocleatum,69824.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium merdavium,GCF_002160675.1,Erysipelatoclostridium sp. An15,1965566,Erysipelatoclostridium sp. An15,1965566.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum,GCF_015670235.1,Thomasclavelia ramosa,1547,Erysipelatoclostridium ramosum,1547.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp000508865,GCA_000508865.1,Clostridiales bacterium VE202-01,1232438,Clostridiales bacterium VE202-01,1232438.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme,GCF_002160695.1,Thomasclavelia spiroformis,29348,[Clostridium] spiroforme,29348.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis,GCF_001078315.1,Coprobacillus sp. 8_1_38FAA,450746,Coprobacillus sp. 8_1_38FAA,450746.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis,GCF_015669615.1,Faecalibacillus intestinalis,1982626,Faecalibacillus intestinalis,1982626.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus sp003480255,GCF_003475785.1,Coprobacillus sp. AF33-1AC,2292032,Coprobacillus sp. AF33-1AC,2292032.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Fimiplasma;s__Fimiplasma intestinipullorum,GCA_017888525.1,Erysipelotrichales bacterium,2478483,Erysipelotrichales bacterium,2478483.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris,GCF_015559915.1,Longibaculum muris,1796628,Longibaculum muris,1796628.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC163490;s__MGBC163490 sp910588075,GCA_910588075.1,uncultured Erysipelotrichaceae bacterium,331630,uncultured Erysipelotrichaceae bacterium,331630.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Massiliomicrobiota;s__Massiliomicrobiota merdigallinarum,GCF_002161155.1,Massilimicrobiota sp. An105,1965540,Massilimicrobiota sp. An105,1965540.0
