e_id,e_name
6.2.1.45,E1 ubiquitin-activating enzyme
6.2.1.46,L-allo-isoleucine-holo-[CmaA peptidyl-carrier protein] ligase
6.2.1.48,carnitine-CoA ligase
6.2.1.49,long-chain fatty acid adenylyltransferase FadD28
6.2.1.5,succinate-CoA ligase (ADP-forming)
6.2.1.51,4-hydroxyphenylalkanoate adenylyltransferase FadD29
6.2.1.7,cholate-CoA ligase
6.2.1.71,"2,3-dihydroxybenzoate-[aryl-carrier protein] ligase"
6.2.1.8,oxalate-CoA ligase
6.2.1.9,malate-CoA ligase
6.3.1.1,aspartate-ammonia ligase
6.3.1.10,adenosylcobinamide-phosphate synthase
6.3.1.11,glutamate-putrescine ligase
6.3.1.12,D-aspartate ligase
6.3.1.13,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
6.3.1.14,diphthine-ammonia ligase
6.3.1.17,beta-citrylglutamate synthase
6.3.1.19,prokaryotic ubiquitin-like protein ligase
6.3.1.2,glutamine synthetase
6.3.1.20,lipoate-protein ligase
6.3.1.5,NAD+ synthase
6.3.1.8,glutathionylspermidine synthase
6.3.2.1,pantoate-beta-alanine ligase (AMP-forming)
6.3.2.10,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase
6.3.2.12,dihydrofolate synthase
6.3.2.13,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2,6-diaminopimelate ligase"
6.3.2.14,enterobactin synthase
6.3.2.17,tetrahydrofolate synthase
6.3.2.2,glutamate-cysteine ligase
6.3.2.29,cyanophycin synthase (L-aspartate-adding)
6.3.2.3,glutathione synthase
6.3.2.30,cyanophycin synthase (L-arginine-adding)
6.3.2.31,coenzyme F420-0:L-glutamate ligase
6.3.2.32,coenzyme gamma-F420-2:alpha-L-glutamate ligase
6.3.2.34,coenzyme F420-1:gamma-L-glutamate ligase
6.3.2.35,D-alanine-D-serine ligase
6.3.2.36,4-phosphopantoate-beta-alanine ligase
6.3.2.38,N2-citryl-N6-acetyl-N6-hydroxylysine synthase
6.3.2.39,aerobactin synthase
6.3.2.4,D-Alanine-D-alanine ligase
6.3.2.41,N-acetylaspartylglutamate synthase
6.3.2.43,[amino group carrier protein]-L-2-aminoadipate ligase
6.3.2.45,"UDP-N-acetylmuramate-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase"
6.3.2.47,dapdiamide synthase
6.3.2.5,phosphopantothenate-cysteine ligase (CTP)
6.3.2.6,phosphoribosylaminoimidazolesuccinocarboxamide synthase
6.3.2.7,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase
6.3.2.8,UDP-N-acetylmuramate-L-alanine ligase
6.3.2.9,UDP-N-acetylmuramoyl-L-alanine-D-glutamate ligase
6.3.3.1,phosphoribosylformylglycinamidine cyclo-ligase
6.3.3.2,5-formyltetrahydrofolate cyclo-ligase
6.3.3.3,dethiobiotin synthase
6.3.3.6,carbapenam-3-carboxylate synthase
6.3.3.7,"Ni-sirohydrochlorin a,c-diamide reductive cyclase"
6.3.4.12,glutamate-methylamine ligase
6.3.4.13,phosphoribosylamine-glycine ligase
6.3.4.14,biotin carboxylase
6.3.4.15,biotin-[biotin carboxyl-carrier protein] ligase
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase
6.3.4.19,tRNAIle-lysidine synthase
6.3.4.2,CTP synthase (glutamine hydrolysing)
6.3.4.20,7-cyano-7-deazaguanine synthase
6.3.4.21,nicotinate phosphoribosyltransferase
6.3.4.22,tRNAIle2-agmatinylcytidine synthase
6.3.4.23,formate-phosphoribosylaminoimidazolecarboxamide ligase
6.3.4.24,tyramine-L-glutamate ligase
6.3.4.3,formate-tetrahydrofolate ligase
6.3.4.4,adenylosuccinate synthase
6.3.4.5,argininosuccinate synthase
6.3.4.6,urea carboxylase
6.3.5.1,NAD+ synthase (glutamine-hydrolysing)
6.3.5.10,adenosylcobyric acid synthase (glutamine-hydrolysing)
6.3.5.11,"cobyrinate a,c-diamide synthase"
6.3.5.12,"Ni-sirohydrochlorin a,c-diamide synthase"
6.3.5.2,GMP synthase (glutamine-hydrolysing)
6.3.5.3,phosphoribosylformylglycinamidine synthase
6.3.5.4,asparagine synthase (glutamine-hydrolysing)
6.3.5.5,carbamoyl-phosphate synthase (glutamine-hydrolysing)
6.3.5.6,asparaginyl-tRNA synthase (glutamine-hydrolysing)
6.3.5.7,glutaminyl-tRNA synthase (glutamine-hydrolysing)
6.3.5.9,"hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)"
6.4.1.1,pyruvate carboxylase
6.4.1.2,acetyl-CoA carboxylase
6.4.1.3,propionyl-CoA carboxylase
6.4.1.4,methylcrotonoyl-CoA carboxylase
6.4.1.5,geranoyl-CoA carboxylase
6.4.1.6,acetone carboxylase
6.4.1.7,2-oxoglutarate carboxylase
6.4.1.9,coenzyme F430 synthetase
6.5.1.1,DNA ligase (ATP)
6.5.1.2,DNA ligase (NAD+)
6.5.1.3,RNA ligase (ATP)
6.5.1.4,RNA 3'-terminal-phosphate cyclase (ATP)
6.5.1.5,RNA 3'-terminal-phosphate cyclase (GTP)
6.5.1.6,DNA ligase (ATP or NAD+)
6.5.1.7,"DNA ligase (ATP, ADP or GTP)"
6.6.1.1,magnesium chelatase
6.6.1.2,cobaltochelatase
7.1.1.2,NADH:ubiquinone reductase (H+-translocating)
7.1.1.3,ubiquinol oxidase (H+-transporting)
7.1.1.5,menaquinol oxidase (H+-transporting)
7.1.1.6,plastoquinol-plastocyanin reductase
7.1.1.7,"quinol oxidase (electrogenic, proton-motive force generating)"
7.1.1.8,quinol-cytochrome-c reductase
7.1.1.9,cytochrome-c oxidase
7.1.2.1,P-type H+-exporting transporter
7.1.2.2,H+-transporting two-sector ATPase
7.2.1.1,NADH:ubiquinone reductase (Na+-transporting)
7.2.2.1,Na+-transporting two-sector ATPase
7.2.2.10,P-type Ca2+ transporter
7.2.2.11,ABC-type Ni2+ transporter
7.2.2.12,P-type Zn2+ transporter
7.2.2.13,Na+/K+-exchanging ATPase
7.2.2.14,P-type Mg2+ transporter
7.2.2.16,ABC-type ferric hydroxamate transporter
7.2.2.17,ABC-type ferric enterobactin transporter
7.2.2.18,ABC-type ferric citrate transporter
7.2.2.19,H+/K+-exchanging ATPase
7.2.2.21,Cd2+-exporting ATPase
7.2.2.3,P-type Na+ transporter
7.2.2.5,ABC-type Mn2+ transporter
7.2.2.6,P-type K+ transporter
7.2.2.7,ABC-type Fe3+ transporter
7.2.2.8,P-type Cu+ transporter
7.2.2.9,P-type Cu2+ transporter
7.2.4.1,carboxybiotin decarboxylase
7.2.4.2,oxaloacetate decarboxylase (Na+ extruding)
7.2.4.3,(S)-methylmalonyl-CoA decarboxylase (sodium-transporting)
7.2.4.5,glutaconyl-CoA decarboxylase
7.3.2.1,ABC-type phosphate transporter
7.3.2.2,ABC-type phosphonate transporter
7.3.2.3,ABC-type sulfate transporter
7.3.2.5,ABC-type molybdate transporter
7.3.2.6,ABC-type tungstate transporter
7.3.2.7,arsenite-transporting ATPase
7.4.2.1,ABC-type polar-amino-acid transporter
7.4.2.2,ABC-type nonpolar-amino-acid transporter
7.5.2.4,ABC-type teichoic-acid transporter
7.6.2.10,ABC-type glycerol 3-phosphate transporter
7.6.2.11,ABC-type polyamine transporter
7.6.2.12,ABC-type capsular-polysaccharide transporter
7.6.2.2,ABC-type xenobiotic transporter
7.6.2.5,ABC-type heme transporter
7.6.2.7,ABC-type taurine transporter
7.6.2.8,ABC-type vitamin B12 transporter
7.6.2.9,ABC-type quaternary amine transporter
