covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
1.0,LIPA-CORESYN-PWY,lipid A-core biosynthesis (E. coli K-12),10.0,"2.4.1.58,2.4.1.M73,2.7.1,2.4.99.24,2.4.1.73,2.4.99.25,2.4.99.23,2.4.1,2.4.1.M47,2.7.1.235",2.4.1.58,0.1
2.0,KDO-LIPASYN-PWY,(Kdo)2-lipid A biosynthesis (E. coli),2.0,"2.3.1.243,2.3.1.241","2.3.1.243,2.3.1.241",1.0
3.0,IDNCAT-PWY,L-idonate degradation,3.0,"1.1.1.69,2.7.1.12,1.1.1.264","1.1.1.69,2.7.1.12,1.1.1.264",1.0
11.0,PWY-5484,glycolysis II (from fructose 6-phosphate),11.0,"5.4.2.11,2.7.9.2,3.1.3.11,5.3.1.1,4.2.1.11,2.7.2.3,2.7.1.11,4.1.2.13,5.4.2.12,2.7.1.40,1.2.1.12","4.2.1.11,2.7.1.11,2.7.1.40,5.4.2.12,1.2.1.12,5.3.1.1,2.7.9.2,5.4.2.11,4.1.2.13,2.7.2.3,3.1.3.11",1.0
4.0,GALACTITOLCAT-PWY,galactitol degradation,4.0,"2.7.1.144,2.7.1.200,1.1.1.251,4.1.2.40","4.1.2.40,2.7.1.200,2.7.1.144,1.1.1.251",1.0
1.0,SORBDEG-PWY,D-sorbitol degradation II,1.0,1.1.1.140,1.1.1.140,1.0
1.0,MANNIDEG-PWY,mannitol degradation I,1.0,1.1.1.17,1.1.1.17,1.0
2.0,PWY-6130,glycerol degradation III,2.0,"4.2.1.30,1.1.1.202","1.1.1.202,4.2.1.30",1.0
9.0,TCA-GLYOX-BYPASS,superpathway of glyoxylate bypass and TCA,12.0,"1.3.5.1,1.1.5.4,6.2.1.5,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.2,2.3.3.9,1.1.1.37,1.1.1.42,4.1.3.1,1.2.1.105","1.1.1.37,4.1.3.1,6.2.1.5,2.3.3.1,4.2.1.2,1.3.5.1,1.1.1.42,1.1.5.4,2.3.3.9",0.75
13.0,GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),13.0,"2.7.1.199,5.4.2.11,2.7.9.2,3.1.3.11,5.3.1.1,4.2.1.11,2.7.2.3,2.7.1.11,4.1.2.13,5.4.2.12,2.7.1.40,5.3.1.9,1.2.1.12","4.2.1.11,2.7.1.11,2.7.1.199,5.4.2.12,2.7.1.40,1.2.1.12,5.3.1.1,5.3.1.9,2.7.9.2,5.4.2.11,4.1.2.13,2.7.2.3,3.1.3.11",1.0
2.0,PWY0-1280,ethylene glycol degradation,2.0,"1.2.1.21,1.1.1.77","1.2.1.21,1.1.1.77",1.0
3.0,GLYCOLATEMET-PWY,glycolate and glyoxylate degradation I,4.0,"1.1.99.14,4.1.1.47,1.1.1.60,2.7.1.165","4.1.1.47,2.7.1.165,1.1.1.60",0.75
1.0,GLYOXDEG-PWY,glycolate and glyoxylate degradation II,2.0,"2.3.3.9,1.1.99.14",2.3.3.9,0.5
2.0,PWY-5087,L-glutamate degradation VI (to pyruvate),4.0,"5.4.99.1,4.3.1.2,4.2.1.34,4.1.3.22","5.4.99.1,4.3.1.2",0.5
6.0,CENTFERM-PWY,pyruvate fermentation to butanoate,9.0,"1.3.1.109,2.7.2.14,2.7.2.7,4.2.1.150,1.2.7.1,1.1.1.35,2.3.1.19,2.3.1.16,2.3.1.9","1.1.1.35,2.3.1.19,2.7.2.7,1.2.7.1,2.3.1.9,2.3.1.16",0.6666666666666666
4.0,PWY-7242,D-fructuronate degradation,6.0,"4.1.2.55,4.1.2.14,4.2.1.8,2.7.1.178,2.7.1.45,1.1.1.57","1.1.1.57,4.2.1.8,4.1.2.14,2.7.1.45",0.6666666666666666
2.0,PWY-7247,beta-D-glucuronide and D-glucuronate degradation,2.0,"3.2.1.31,5.3.1.12","3.2.1.31,5.3.1.12",1.0
6.0,GLUCUROCAT-PWY,superpathway of beta-D-glucuronosides degradation,8.0,"4.2.1.8,2.7.1.178,2.7.1.45,5.3.1.12,1.1.1.57,4.1.2.55,4.1.2.14,3.2.1.31","4.2.1.8,3.2.1.31,5.3.1.12,1.1.1.57,4.1.2.14,2.7.1.45",0.75
1.0,PWY0-1315,L-lactaldehyde degradation (anaerobic),1.0,1.1.1.77,1.1.1.77,1.0
1.0,PWY0-1317,L-lactaldehyde degradation (aerobic),2.0,"1.1.5.M6,1.2.1.22",1.2.1.22,0.5
4.0,RHAMCAT-PWY,L-rhamnose degradation I,4.0,"2.7.1.5,5.1.3.32,4.1.2.19,5.3.1.14","5.1.3.32,2.7.1.5,5.3.1.14,4.1.2.19",1.0
4.0,FUCCAT-PWY,L-fucose degradation I,4.0,"5.1.3.29,5.3.1.25,4.1.2.17,2.7.1.51","5.1.3.29,2.7.1.51,5.3.1.25,4.1.2.17",1.0
2.0,PWY-6613,"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate",2.0,"2.1.2.2,3.5.4.9","3.5.4.9,2.1.2.2",1.0
3.0,PWY-4381,fatty acid biosynthesis initiation (type II),3.0,"2.3.1.39,2.3.1.180,2.1.3.15","2.3.1.39,2.1.3.15,2.3.1.180",1.0
1.0,PWY-6132,lanosterol biosynthesis,1.0,5.4.99.7,5.4.99.7,1.0
1.0,PWY-6074,zymosterol biosynthesis,5.0,"1.14.14.154,1.14.18.9,1.1.1.270,1.1.1.170,1.3.1.70",1.14.14.154,0.2
3.0,PWY-6075,ergosterol biosynthesis I,5.0,"1.14.19.20,1.3.1.71,2.1.1.41,5.3.3.5,1.14.19.41","2.1.1.41,1.14.19.20,1.3.1.71",0.6
3.0,PWY-5901,"2,3-dihydroxybenzoate biosynthesis",3.0,"1.3.1.28,5.4.4.2,3.3.2.1","5.4.4.2,1.3.1.28,3.3.2.1",1.0
3.0,DETOX1-PWY,superoxide radicals degradation,3.0,"1.11.1.6,1.11.1.21,1.15.1.1","1.11.1.6,1.15.1.1,1.11.1.21",1.0
6.0,PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,6.0,"1.17.4.1,1.1.1.205,2.7.4.8,2.7.4.6,6.3.5.2,1.1.98.6","6.3.5.2,2.7.4.6,1.1.98.6,1.17.4.1,1.1.1.205,2.7.4.8",1.0
6.0,PWY-6126,superpathway of adenosine nucleotides de novo biosynthesis II,6.0,"1.17.4.1,2.7.4.3,4.3.2.2,6.3.4.4,2.7.4.6,1.1.98.6","4.3.2.2,2.7.4.6,1.1.98.6,1.17.4.1,6.3.4.4,2.7.4.3",1.0
4.0,PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,5.0,"2.4.2.14,6.3.4.13,6.3.1.21,6.3.3.1,6.3.5.3","2.4.2.14,6.3.4.13,6.3.3.1,6.3.5.3",0.8
6.0,PWY-6123,inosine-5'-phosphate biosynthesis I,6.0,"6.3.2.6,5.4.99.18,6.3.4.18,3.5.4.10,4.3.2.2,2.1.2.3","4.3.2.2,2.1.2.3,5.4.99.18,6.3.4.18,3.5.4.10,6.3.2.6",1.0
4.0,PWY-5659,GDP-mannose biosynthesis,4.0,"5.4.2.8,5.3.1.8,2.7.7.13,5.3.1.9","5.3.1.8,2.7.7.13,5.4.2.8,5.3.1.9",1.0
1.0,PWY-66,GDP-L-fucose biosynthesis I (from GDP-D-mannose),1.0,4.2.1.47,4.2.1.47,1.0
2.0,PWY-7971,adenosylcobinamide-GDP salvage from cobinamide I,2.0,"2.7.7.62,2.7.1.156","2.7.7.62,2.7.1.156",1.0
3.0,PWY-7851,coenzyme A biosynthesis II (eukaryotic),4.0,"4.1.1.36,2.7.7.3,6.3.2.51,2.7.1.24","4.1.1.36,2.7.1.24,2.7.7.3",0.75
1.0,PWY-5943,beta-carotene biosynthesis,1.0,5.5.1.19,5.5.1.19,1.0
2.0,PWY-5946,alpha-carotene biosynthesis,2.0,"5.5.1.18,5.5.1.19","5.5.1.18,5.5.1.19",1.0
1.0,PWY-5947,lutein biosynthesis,3.0,"5.5.1.19,1.14.99,1.14.14.158",5.5.1.19,0.3333333333333333
1.0,PWY-6475,trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),2.0,"5.2.1.13,5.2.1.12",5.2.1.13,0.5
2.0,LEUSYN-PWY,L-leucine biosynthesis,3.0,"2.3.3.13,2.6.1.6,2.6.1.42","2.3.3.13,2.6.1.42",0.6666666666666666
5.0,ILEUSYN-PWY,L-isoleucine biosynthesis I (from threonine),5.0,"1.1.1.86,3.5.99.10,2.2.1.6,4.2.1.9,2.6.1.42","2.6.1.42,2.2.1.6,1.1.1.86,4.2.1.9,3.5.99.10",1.0
4.0,VALSYN-PWY,L-valine biosynthesis,4.0,"1.1.1.86,2.2.1.6,2.6.1.42,4.2.1.9","2.6.1.42,4.2.1.9,2.2.1.6,1.1.1.86",1.0
2.0,PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,2.0,"6.3.3.3,2.6.1.62","2.6.1.62,6.3.3.3",1.0
8.0,PWY-6519,8-amino-7-oxononanoate biosynthesis I,8.0,"2.1.1.197,4.2.1.59,3.1.1.85,1.3.1.9,1.1.1.100,2.3.1.47,2.3.1.179,2.3.1.41","2.3.1.179,3.1.1.85,4.2.1.59,1.3.1.9,2.3.1.41,1.1.1.100,2.1.1.197,2.3.1.47",1.0
1.0,PHENOLDEG-PWY,phenol degradation II (anaerobic),4.0,"2.7.1.238,6.2.1.27,1.1.7.1,4.1.1.123",1.1.7.1,0.25
1.0,2AMINOBENZDEG-PWY,anthranilate degradation III (anaerobic),1.0,6.2.1.32,6.2.1.32,1.0
2.0,PWY-1341,phenylacetate degradation II (anaerobic),4.0,"6.2.1.30,1.17.5.1,3.1.2.25,1.2.1.58","6.2.1.30,1.2.1.58",0.5
2.0,PWY-81,toluene degradation to benzoyl-CoA (anaerobic),6.0,"4.2.1.180,2.8.3.15,4.1.99.11,1.3.8.3,1.1.1.429,2.3.1.310","4.1.99.11,2.8.3.15",0.3333333333333333
3.0,ANAPHENOXI-PWY,L-phenylalanine degradation II (anaerobic),5.0,"1.2.1.39,4.1.1.43,2.6.1.1,2.6.1.57,2.6.1.27","2.6.1.57,2.6.1.1,1.2.1.39",0.6
2.0,GLUTDEG-PWY,L-glutamate degradation II,2.0,"2.6.1.1,4.3.1.1","2.6.1.1,4.3.1.1",1.0
1.0,ASPARAGINESYN-PWY,L-asparagine biosynthesis II,1.0,6.3.1.1,6.3.1.1,1.0
2.0,PWY-6164,3-dehydroquinate biosynthesis I,2.0,"2.5.1.54,4.2.3.4","4.2.3.4,2.5.1.54",1.0
5.0,GLUTORN-PWY,L-ornithine biosynthesis I,5.0,"2.3.1.1,2.7.2.8,3.5.1.16,2.6.1.11,1.2.1.38","2.6.1.11,2.3.1.1,3.5.1.16,2.7.2.8,1.2.1.38",1.0
1.0,CITRULLINE-DEG-PWY,L-citrulline degradation,1.0,2.1.3.3,2.1.3.3,1.0
3.0,4AMINOBUTMETAB-PWY,superpathway of 4-aminobutanoate degradation,3.0,"1.2.1.24,2.6.1.19,1.2.1.79","1.2.1.24,2.6.1.19,1.2.1.79",1.0
2.0,PWY0-823,L-arginine degradation III (arginine decarboxylase/agmatinase pathway),2.0,"3.5.3.11,4.1.1.19","3.5.3.11,4.1.1.19",1.0
7.0,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,8.0,"3.5.3.1,4.1.1.19,4.1.1.50,3.5.3.11,4.1.1.18,2.5.1,2.5.1.16,4.1.1.17","3.5.3.11,4.1.1.19,3.5.3.1,2.5.1.16,4.1.1.17,4.1.1.50,4.1.1.18",0.875
9.0,ARGSYN-PWY,L-arginine biosynthesis I (via L-ornithine),9.0,"2.3.1.1,2.7.2.8,4.3.2.1,6.3.5.5,3.5.1.16,2.1.3.3,2.6.1.11,6.3.4.5,1.2.1.38","6.3.4.5,2.6.1.11,2.3.1.1,3.5.1.16,6.3.5.5,2.7.2.8,4.3.2.1,2.1.3.3,1.2.1.38",1.0
12.0,ANAGLYCOLYSIS-PWY,glycolysis III (from glucose),12.0,"2.7.1.1,2.7.1.2,5.4.2.11,5.3.1.1,4.2.1.11,2.7.2.3,2.7.1.11,5.4.2.12,4.1.2.13,1.2.1.12,5.3.1.9,2.7.1.40","2.7.1.2,4.2.1.11,2.7.1.11,1.2.1.12,5.4.2.12,2.7.1.40,5.3.1.1,5.3.1.9,4.1.2.13,5.4.2.11,2.7.2.3,2.7.1.1",1.0
1.0,PWY-5703,urea degradation I,1.0,6.3.4.6,6.3.4.6,1.0
16.0,COMPLETE-ARO-PWY,superpathway of aromatic amino acid biosynthesis,23.0,"5.3.1.24,2.5.1.19,4.2.1.122,4.1.2.8,1.1.1.25,4.2.1.51,2.7.1.71,2.5.1.54,4.2.3.4,2.6.1.1,2.6.1.57,2.6.1.27,5.4.99.5,4.1.3.27,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27,2.4.2.18,4.1.1.48,4.2.3.5,1.3.1.12,4.2.1.10","5.4.99.5,1.1.1.25,2.6.1.57,4.2.1.10,2.7.1.71,2.5.1.54,5.3.1.24,2.6.1.1,2.4.2.18,4.2.1.51,4.2.3.5,2.5.1.19,4.1.3.27,4.1.1.48,4.2.3.4,1.3.1.12",0.6956521739130435
9.0,PWY-6612,superpathway of tetrahydrofolate biosynthesis,10.0,"4.1.3.38,6.3.2.12,2.6.1.85,4.1.2.25,2.7.6.3,1.5.1.3,3.6.1,3.6.1.67,3.5.4.16,2.5.1.15","6.3.2.12,3.5.4.16,4.1.2.25,2.6.1.85,3.6.1.67,2.5.1.15,1.5.1.3,2.7.6.3,4.1.3.38",0.9
4.0,ENTBACSYN-PWY,enterobactin biosynthesis,4.0,"1.3.1.28,5.4.4.2,2.7.8.7,3.3.2.1","5.4.4.2,1.3.1.28,2.7.8.7,3.3.2.1",1.0
9.0,UBISYN-PWY,superpathway of ubiquinol-8 biosynthesis (early decarboxylation),12.0,"1.14.99.60,2.1.1.201,1.14.13.240,2.5.1.1,2.5.1.90,2.1.1.222,1.14.13.M56,2.1.1.64,4.1.1.98,2.5.1.39,4.1.3.40,2.5.1.10","2.5.1.1,4.1.3.40,4.1.1.98,2.1.1.222,2.5.1.39,2.1.1.201,2.5.1.10,2.5.1.90,2.1.1.64",0.75
7.0,PWY-5837,"2-carboxy-1,4-naphthoquinol biosynthesis",7.0,"2.2.1.9,4.1.3.36,6.2.1.26,5.4.4.2,3.1.2.28,4.2.99.20,4.2.1.113","4.2.99.20,4.2.1.113,5.4.4.2,3.1.2.28,6.2.1.26,4.1.3.36,2.2.1.9",1.0
1.0,PWY-5852,demethylmenaquinol-8 biosynthesis I,1.0,2.5.1.74,2.5.1.74,1.0
1.0,PWY0-1313,acetate conversion to acetyl-CoA,1.0,6.2.1.1,6.2.1.1,1.0
2.0,PWY-6537,4-aminobutanoate degradation II,2.0,"2.6.1.19,1.2.1.79","2.6.1.19,1.2.1.79",1.0
6.0,BRANCHED-CHAIN-AA-SYN-PWY,superpathway of branched chain amino acid biosynthesis,8.0,"1.1.1.86,3.5.99.10,2.2.1.6,4.2.1.9,2.3.3.13,2.6.1.6,2.6.1.42,2.6.1.42","2.3.3.13,2.6.1.42,2.2.1.6,1.1.1.86,4.2.1.9,3.5.99.10",0.75
8.0,PWY-6981,chitin biosynthesis,10.0,"2.7.1.1,2.7.1.2,2.6.1.16,3.2.1.28,2.4.1.16,5.4.2.2,2.3.1.4,5.4.2.3,2.7.7.23,5.3.1.9","2.6.1.16,2.7.1.2,2.7.1.1,2.7.7.23,5.3.1.9,2.3.1.4,3.2.1.28,5.4.2.2",0.8
11.0,PWY-6630,superpathway of L-tyrosine biosynthesis,13.0,"2.5.1.19,1.1.1.25,2.7.1.71,2.5.1.54,4.2.3.4,5.4.99.5,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27,4.2.3.5,1.3.1.12,4.2.1.10","2.7.1.71,1.1.1.25,5.4.99.5,4.2.1.10,2.6.1.57,2.5.1.54,2.6.1.1,4.2.3.5,2.5.1.19,4.2.3.4,1.3.1.12",0.8461538461538461
11.0,PWY-6629,superpathway of L-tryptophan biosynthesis,13.0,"5.3.1.24,4.2.1.122,4.1.2.8,1.1.1.25,2.7.1.71,2.5.1.54,4.2.3.4,4.1.3.27,2.4.2.18,4.1.1.48,4.2.3.5,2.5.1.19,4.2.1.10","2.7.1.71,1.1.1.25,4.2.1.10,2.5.1.54,5.3.1.24,2.4.2.18,4.2.3.5,2.5.1.19,4.1.3.27,4.1.1.48,4.2.3.4",0.8461538461538461
2.0,PWY-8017,L-tryptophan degradation XIII (reductive Stickland reaction),6.0,"1.3.8.15,2.8.3.17,2.6.1.1,2.6.1.27,1.1.1.110,4.2.1.175","2.8.3.17,2.6.1.1",0.3333333333333333
22.0,GLYCOLYSIS-TCA-GLYOX-BYPASS,"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",26.0,"1.3.5.1,6.2.1.5,3.1.3.11,1.1.1.37,1.1.1.42,2.7.1.199,5.4.2.11,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.11,2.7.1.11,4.1.3.1,5.3.1.9,2.7.1.40,1.2.1.12,4.2.1.2,2.3.3.9,4.1.2.13,1.1.5.4,2.7.9.2,5.3.1.1,2.7.2.3,1.2.1.104,5.4.2.12,1.2.1.105","4.2.1.11,2.7.1.11,2.7.1.199,2.7.1.40,5.3.1.9,1.1.1.42,1.1.5.4,2.3.3.9,1.1.1.37,4.1.3.1,5.3.1.1,2.3.3.1,2.7.2.3,1.2.1.12,5.4.2.12,4.1.2.13,2.7.9.2,6.2.1.5,5.4.2.11,4.2.1.2,1.3.5.1,3.1.3.11",0.8461538461538461
20.0,P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate",20.0,"1.1.1.27,3.1.3.11,2.3.1.8,2.7.2.15,2.7.2.1,5.4.2.11,4.2.1.11,2.7.1.11,1.1.1.140,2.7.1.40,1.2.1.12,1.1.1.1,4.1.2.13,2.7.9.2,5.3.1.1,2.3.1.54,2.7.2.3,5.4.2.12,1.1.1.17,1.2.1.10","4.2.1.11,2.7.1.11,2.7.1.40,2.3.1.8,1.1.1.17,1.1.1.1,5.3.1.1,2.7.2.1,2.7.2.15,2.7.2.3,2.3.1.54,1.2.1.12,5.4.2.12,4.1.2.13,2.7.9.2,1.1.1.27,1.1.1.140,1.2.1.10,5.4.2.11,3.1.3.11",1.0
12.0,PWY-5345,superpathway of L-methionine biosynthesis (by sulfhydrylation),12.0,"2.1.1.13,2.7.1.25,1.8.1.2,2.7.7.4,2.6.1.1,2.3.1.31,2.1.1.14,2.5.1.49,1.8.4.8,1.1.1.3,1.2.1.11,2.7.2.4","1.2.1.11,1.1.1.3,2.5.1.49,2.6.1.1,2.7.2.4,2.7.1.25,2.1.1.14,2.7.7.4,2.1.1.13,2.3.1.31,1.8.1.2,1.8.4.8",1.0
4.0,SER-GLYSYN-PWY,superpathway of L-serine and glycine biosynthesis I,4.0,"2.6.1.52,2.1.2.1,1.1.1.95,3.1.3.3","3.1.3.3,1.1.1.95,2.6.1.52,2.1.2.1",1.0
9.0,SULFATE-CYS-PWY,superpathway of sulfate assimilation and cysteine biosynthesis,9.0,"2.7.1.25,3.1.3.3,1.8.1.2,2.7.7.4,1.8.4.8,2.5.1.47,2.6.1.52,1.1.1.95,2.3.1.30","2.3.1.30,3.1.3.3,2.7.1.25,2.7.7.4,1.1.1.95,2.5.1.47,2.6.1.52,1.8.1.2,1.8.4.8",1.0
25.0,PWY0-781,aspartate superpathway,25.0,"1.1.1.3,1.2.1.11,2.5.1.48,2.6.1.17,4.2.3.1,2.6.1.1,2.5.1.72,3.5.1.18,2.4.2.19,4.3.3.7,4.4.1.13,6.3.1.5,2.5.1.6,4.1.1.20,2.3.1.117,2.1.1.14,6.3.5.1,5.1.1.7,2.3.1.46,2.1.1.13,2.7.7.18,2.7.2.4,1.4.3.16,2.7.1.39,1.17.1.8","1.1.1.3,2.5.1.6,2.7.7.18,6.3.5.1,2.5.1.72,1.2.1.11,2.6.1.1,2.7.2.4,2.6.1.17,2.3.1.46,2.3.1.117,2.4.2.19,2.7.1.39,4.3.3.7,5.1.1.7,3.5.1.18,1.17.1.8,4.4.1.13,4.1.1.20,6.3.1.5,2.5.1.48,2.1.1.14,4.2.3.1,2.1.1.13,1.4.3.16",1.0
6.0,PWY-I9,L-cysteine biosynthesis VI (reverse transsulfuration),7.0,"2.1.1,3.2.2.9,4.4.1.1,2.5.1.134,4.4.1.21,2.5.1.6,2.3.1.30","2.3.1.30,3.2.2.9,2.5.1.6,2.5.1.134,4.4.1.21,4.4.1.1",0.8571428571428571
9.0,PWY0-845,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,9.0,"2.6.99.2,2.2.1.7,2.7.1.35,1.4.3.5,1.1.1.290,1.1.1.262,1.2.1.72,1.1.1.65,2.6.1.52","1.2.1.72,1.1.1.290,2.2.1.7,2.6.99.2,1.4.3.5,2.7.1.35,2.6.1.52,1.1.1.65,1.1.1.262",1.0
3.0,PWY-7305,superpathway of steroid hormone biosynthesis,10.0,"1.14.14.16,1.1.1.64,5.3.3.1,1.14.14.19,1.14.14.32,1.14.15.5,1.1.1.62,1.3.1.22,1.14.15.4,1.1.1.145","1.1.1.145,5.3.3.1,1.3.1.22",0.3
14.0,PHOSLIPSYN2-PWY,superpathway of phospholipid biosynthesis II (plants),22.0,"2.7.8.8,2.7.8.5,2.7.8,2.7.8.2,2.7.7,1.1.1.94,4.1.1.65,3.1.3.27,2.7.1.82,2.3.1.15,2.7.7.57,2.7.7.14,2.7.8.29,4.1.1,2.7.7.15,2.7.8.11,2.1.1.71,2.7.1.32,2.3.1.51,2.7.7.41,2.7.8.1,2.1.1.103","1.1.1.94,2.7.1.32,2.1.1.71,2.7.7.14,2.7.8.11,3.1.3.27,2.3.1.15,2.7.7.15,2.3.1.51,2.7.8.5,2.7.8.8,4.1.1.65,2.1.1.103,2.7.7.41",0.6363636363636364
4.0,PWY4FS-5,superpathway of phosphatidylcholine biosynthesis,8.0,"2.1.1.71,2.7.7.57,2.7.1.32,2.7.8,2.7.7,2.7.8.2,2.1.1.103,2.7.7.15","2.7.7.15,2.7.1.32,2.1.1.71,2.1.1.103",0.5
13.0,PWY-3502,superpathway of NAD biosynthesis in eukaryotes,14.0,"1.13.11.6,2.7.7.18,1.13.11.11,1.13.11.52,6.3.4.21,3.7.1.3,3.5.1.19,2.4.2.19,3.5.1.9,2.7.7.1,6.3.5.1,2.7.1.22,2.3.1.286,1.14.13.9","1.14.13.9,2.4.2.19,3.5.1.9,2.7.1.22,3.5.1.19,1.13.11.52,3.7.1.3,1.13.11.11,2.7.7.18,6.3.4.21,6.3.5.1,2.7.7.1,1.13.11.6",0.9285714285714286
2.0,PWY-7277,sphingolipid biosynthesis (mammals),7.0,"3.5.1.109,2.3.1.50,1.14.19.17,1.1.1.102,2.7.8.27,2.3.1.24,3.1.4.12","3.1.4.12,1.1.1.102",0.2857142857142857
1.0,PWY-7186,superpathway of scopolin and esculin biosynthesis,10.0,"1.14.14.96,2.1.1,4.3.1.25,4.3.1.24,1.14.14.91,5.2.1,1,2.4.1,2.1.1.68,2.4.1.128",4.3.1.24,0.1
1.0,PWY18C3-6,superpathway of glycoalkaloid metabolism (Solanaceae),8.0,"1.14.14,2.4.2,2.6.1,1.14.13,1.14.11,2.4.1,1.14.19,2.4.1.173",2.4.1.173,0.125
1.0,PWY18C3-25,superpathway of methylsalicylate metabolism,3.0,"2.1.1.274,3.1.1.1,2.4.1",3.1.1.1,0.3333333333333333
35.0,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis",37.0,"3.5.4.19,3.6.1.31,4.2.1.19,4.1.1.23,1.1.1.205,2.1.2.3,6.3.4.2,6.3.4.18,3.5.4.10,6.3.3.1,2.7.4.8,6.3.4.4,2.7.4.6,6.3.5.2,6.3.5.3,2.4.2.17,5.3.1.16,2.7.4.3,4.3.2.2,6.3.1.21,2.7.4.22,2.7.4.14,2.4.2.10,2.6.1.9,1.1.98.6,6.3.2.6,1.17.4.1,5.4.99.18,2.7.6.1,6.3.5.5,1.3.5.2,2.4.2.14,3.1.3.15,3.5.2.3,6.3.4.13,4.3.2.10,2.1.3.2","4.3.2.2,6.3.4.2,6.3.3.1,3.5.4.10,4.2.1.19,2.7.4.6,1.1.98.6,5.3.1.16,3.5.2.3,2.4.2.14,3.1.3.15,2.4.2.17,2.7.4.14,2.4.2.10,2.6.1.9,2.7.4.8,6.3.4.4,2.1.2.3,2.7.4.3,5.4.99.18,1.3.5.2,6.3.5.3,2.7.4.22,2.7.6.1,6.3.4.13,2.1.3.2,6.3.2.6,6.3.5.2,3.6.1.31,1.17.4.1,1.1.1.205,6.3.4.18,3.5.4.19,6.3.5.5,4.1.1.23",0.9459459459459459
12.0,PWY-6071,superpathway of phenylethylamine degradation,12.0,"1.4.3.21,1.4.3.4,2.3.1.174,1.2.1.91,2.3.1.223,1.1.1.35,1.2.1.39,5.3.3.18,4.2.1.17,6.2.1.30,1.14.13.149,3.3.2.12","1.1.1.35,1.2.1.91,2.3.1.223,4.2.1.17,1.2.1.39,1.4.3.21,1.4.3.4,3.3.2.12,1.14.13.149,6.2.1.30,5.3.3.18,2.3.1.174",1.0
9.0,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),9.0,"2.3.1.15,2.7.8.8,2.7.8.41,2.7.8.5,2.3.1.51,2.7.7.41,1.1.1.94,4.1.1.65,3.1.3.27","2.7.8.41,1.1.1.94,3.1.3.27,2.3.1.15,2.3.1.51,2.7.8.5,2.7.8.8,4.1.1.65,2.7.7.41",1.0
1.0,PWY-6196,D-serine degradation,1.0,3.5.99.10,3.5.99.10,1.0
10.0,BIOTIN-BIOSYNTHESIS-PWY,biotin biosynthesis I,10.0,"2.1.1.197,4.2.1.59,3.1.1.85,6.3.3.3,1.3.1.9,1.1.1.100,2.3.1.47,2.6.1.62,2.3.1.179,2.3.1.41","2.3.1.179,3.1.1.85,4.2.1.59,1.3.1.9,2.6.1.62,2.3.1.41,1.1.1.100,2.1.1.197,2.3.1.47,6.3.3.3",1.0
5.0,GLCMANNANAUT-PWY,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",5.0,"3.5.1.25,2.7.1.60,5.1.3.9,3.5.99.6,4.1.3.3","3.5.1.25,5.1.3.9,3.5.99.6,4.1.3.3,2.7.1.60",1.0
10.0,FUC-RHAMCAT-PWY,superpathway of fucose and rhamnose degradation,11.0,"1.1.5.M6,5.1.3.29,4.1.2.17,5.3.1.14,5.1.3.32,2.7.1.5,4.1.2.19,5.3.1.25,2.7.1.51,1.2.1.22,1.1.1.77","4.1.2.19,1.1.1.77,5.1.3.29,4.1.2.17,5.1.3.32,2.7.1.5,5.3.1.14,5.3.1.25,1.2.1.22,2.7.1.51",0.9090909090909091
9.0,PWY-5676,acetyl-CoA fermentation to butanoate,10.0,"2.7.2.15,2.7.2.1,4.2.1.55,1.3.1.109,1.1.1.36,2.8.3.1,2.8.3.8,2.3.1.8,2.3.1.16,2.3.1.9","4.2.1.55,2.8.3.8,2.3.1.8,2.7.2.1,2.8.3.1,1.1.1.36,2.3.1.9,2.7.2.15,2.3.1.16",0.9
